,Content,Category
9566,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9567,",""अब आनंद लें HD कॉल, ब्राउज़िंग के साथ कॉलिंग और तेज़ कॉल कनेक्ट का बिना किसी ज़्यादा शुल्क के एयरटेल VoLTE के साथ। अपने हैंडसेट पर जाएं Settings पर > Phone > enable VoLTE कॉल को चुनें।",Promotional
9568,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9569,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ। ",Promotional
9570,",""अब आनंद लें HD कॉल, ब्राउज़िंग के साथ कॉलिंग और तेज़ कॉल कनेक्ट का बिना किसी ज़्यादा शुल्क के एयरटेल VoLTE के साथ। अपने हैंडसेट पर जाएं Settings पर > Phone > enable VoLTE कॉल को चुनें।",Promotional
9571,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9572,",""अब आनंद लें HD कॉल, ब्राउज़िंग के साथ कॉलिंग और तेज़ कॉल कनेक्ट का बिना किसी ज़्यादा शुल्क के एयरटेल VoLTE के साथ। अपने हैंडसेट पर जाएं Settings पर > Phone > enable VoLTE कॉल को चुनें।",Promotional
9573,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।  ",Promotional
9574,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9575,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।  ",Promotional
9576,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9577,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9578,",""ਹੁਣ ਆਨੰਦ ਲਵੋ HD ਕਾਲ, ਬ੍ਰਾਉਜ਼ ਦੇ ਨਾਲ ਕਾਲਿੰਗ ਅਤੇ ਤੇਜ਼ ਕਾਲ ਕੰਨੇਕਟ ਦਾ ਬਿਨਾ ਕਿਸੀ ਵੱਧ ਸ਼ੁਲਕ ਦੇ ਏਅਰਟੇਲ VolTE ਦੇ ਨਾਲ। ਆਪਣੇ Handset ਤੇ ਜਾਓ  Settings ਤੇ >SIM Card & Mobile Network>Airtel SIM ਚੁਣੋ >VoLTE Enabled ਚੁਣੋ।",Promotional
9579,",Healthy Wealthy Days Are Back! Special Offer on our Lab Tests. Get Full body health checkup with 60 tests starting @ Rs. 599 only.http://nmc.sg/iJmh1sk",Promotional
9580,",""Your SSC Registration number is 40000789773 and password is 2507.Note: Registration is partial and it should be completed within 14 days failing which your data would be deleted.Regards,SSC Team",Update
9581,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
9582,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
9583,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
9584,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
9585,",""Hi komal, Happy Birthday  ",Primary
9586,",""BADLA, TOTAL DHAMAAL jaisi film ke gaano ko banayein Hello Tune Airtel par,dial 567895(nishulk). Contest, Cricket, Astro aur bahut kuch, dial 56789(nishulk)",Spam
9587,",""Khaas Offer!Ab aap jeet sakte hai 50 Lakh tak ke inaam, dial 550005 (nishulk)Sports, jyotish aur entertainment ke liye, dial 56789 (nishulk)",Spam
9588,",""Khaas Offer!Ab aap jeet sakte hai 50 Lakh tak ke inaam, dial 550005 (nishulk)Sports, jyotish aur entertainment ke liye, dial 56789 (nishulk)",Spam
9589,",""Khaas Offer!Ab aap jeet sakte hai 50 Lakh tak ke inaam, dial 550005 (nishulk)Sports, jyotish aur entertainment ke liye, dial 56789 (nishulk)",Spam
9590,",""Khaas Offer!Ab aap jeet sakte hai 50 Lakh tak ke inaam, dial 550005 (nishulk)Sports, jyotish aur entertainment ke liye, dial 56789 (nishulk)",Spam
9591,",""Pandit Ji se baat karein aur Jaanein kundli ke raaz aur kaise milegi safalta Rs9/min mein Airtel par, call 579211Contest, Sports ke liye dial 56789 (nishulk)",Spam
9592,",<#> 5832 is the OTP for your My Airtel app login. Valid for 15 mins. N9BWuqauU1y",Promotional
9593,",""dbegt.jal-pb sent: Govt. of Punjab is organising 5th mega job fair under Ghar Ghar Rozgar from 19 September to 30 September 2019. 5th/8th/10th/12th/ITI Diploma/Graduate/Post Graduate Pass Candidates can participate. Venue/Dates of the job fairs being organised by District Bureau of Employment & Enterprises Jalandhar are : CT Polytechnic,Shahpur Campus, Jalandhar 19-09-2019 Govt. ITI, Mehatpur, Nakodar, 21-09-2019 DAV Institute of Engineering & Technology, Jalandhar 24-09-2019 DAV University , Jalandhar 26-09-2019 Layallpur Khalsa College, Jalandhar 28-09-2019 District Industry Centre, Focal Point, Jalandhar 30-09-2019 For More information visit website www.pb.employment.gov.in and contact nearest employment office. Contact no. 0181-2225791, 9417801949",Promotional
9594,",""Dear Customer, 435787 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",Spam
9595,",""Dear Customer, 517014 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",Spam
9596,",Anil me sensor related gll krni",Primary
9597,",Healthy Wealthy Days Special: Extra Rs 200 off on DocsApp Gold. Subscribe to get unlimited consults with MD doctors for 1 year. Go Gold. http://nmc.sg/hJAofzu",Update
9598,",Healthy Wealthy Days! Get flat 20% off+10% Cashback on medicines. Call us on 08046150125 or Upload your prescription on DocsApp:http://nmc.sg/hJ2tcif",Update
9599,",Healthy Wealthy Days: Upto 70% off on Full-body health checkup. 60+ health tests & more. Call us on 08046150154 or Book on DocsApphttp://nmc.sg/hJ03JPG",Promotional
9600,",""Healthy Wealthy days is now live on DocsApp. Avail up to 80% discounts on Gold, labs, medicines and weight package. Click here:http://nmc.sg/hJ6K1lI",Spam
9601,",Enroll for Amity's UGC-approved Distance Learning Programs today. Scholarships available for meritorious students. Call 8448580302 for details.",Spam
9602,",Enroll for Amity's UGC-approved Distance Learning Programs by 26th Aug. Scholarships available for meritorious students. Call 9319295203 for details.",Spam
9603,",ट्राई के नए टीवी नियम उपभोक्ताओं को सशक्त बनाते हैं। अनावश्यक चैनल हटाएं। अपने पैक को किसी भी समय अपने अनुकूल बनायें। मासिक टीवी बिल पर नियंत्रण पाएं - ट्राई",Promotional
9604,",Limited Period Offer:Enroll now to save 15% on our courses today. USE CODE: QUALIFY15 Start Learning --> weurl.co/pbICtL*TCA",Update
9605,",""Participate at Jarocampusdrive on 10th Aug(Tomorrow)at CT Groups,Jalandhar at 10am-ctc upto12lpa.Cont-8291037028.",Promotional
9606,",Please pay Rs 14000.00 to Learnbay Data Science for 'Data Science 2nd Installment' securely by clicking this link - http://imjo.in/6duNcG . Thanks.",Update
9607,",""Learn Php with Laravel FrameworkTopics covered: php,Mysql,Laravel,vuejsWe ensure 100% placementNimbus Software37 Cool Road,First Floor,Jalandhar9357204117",Spam
9608,",""Wallet-Friendly Offer for You: Max Rs 500 PayPal Cashback + Flat 20% Off & 100% NMS SuperCash on Medicines, code NETMEDS100 *T&C https://nms-rx.com/jul3rt",Promotional
9609,",Back again today! Flat 20% OFF Medicines + 10% NMS Cash. Code: NMSMAHI40. Extra max. Rs.400 Amazon Pay Cashback* (FLAT 10%) *T&C. https://nms-rx.com/jul3rt",Promotional
9610,",""WELCOME BACK! Get Flat 25% OFF Medicines* + Rs 150 NMS Cash, code NETMEDS25. *Min. order Rs.500. Expires 26th July. T&C  https://nms-rx.com/jul150cb",Promotional
9611,",Great to Have You! Take Free ZEE5 Premium* on Rs. 250+ order + max Rs. 500 PayPal Cashback + Flat 25% OFF Medicines. *On 1st order https://nms-rx.com/jul31tm",Promotional
9612,",""Alerts: Max Rs.250 PayPal Cashback + Flat 20% Off* & 10% NMS Cash on Medicines, code NETMEDS30 *T&C https://nms-rx.com/aug7rt",Promotional
9613,",""Hello Jalandhar, Month End Offer @ SRL Diagnostics!Complete DIABETES Checkup  on 4th Aug @ Rs 799* .Visit #7,Gujral Nagar,Jalandhar,01814412121",Update
9614,",""While receiving an international call, if an Indian number or no number is displayed on your phone, please inform on the DoT tollfree number 1800110420/1963",Promotional
9615,",""Your FREE access to Airtel TV Premium is now active. Enjoy watching 100s of New Premium Movies, Latest TV Show Episodes, 350+ Live Channels and lots more! Start Watching: https://airteltv.onelink.me/4084849162/atvpremium",Promotional
9616,",""Your FREE access to Airtel TV Premium is now active. Enjoy watching 100s of New Premium Movies, Latest TV Show Episodes, 350+ Live Channels and lots more! Start Watching: https://airteltv.onelink.me/4084849162/atvpremium",Promotional
9617,",""Last day to book AMCAT at an exclusive price of Rs 799/- Use code SAM750 & apply for jobs with ITC, MindTree and more. http://bit.ly/2KaXTGM",Spam
9618,",""Enjoy HD calls,browse while calling,faster call connect at no extra cost with Airtel VoLTE.Goto Settings>SIM Card&Mobile Network>Airtel SIM>Select VoLTE Enabled",Promotional
9619,",""Enjoy HD calls,browse while calling,faster call connect at no extra cost with Airtel VoLTE.Goto Settings>SIM Card&Mobile Network>Airtel SIM>Select VoLTE Enabled",Promotional
9620,",<#> Hi! Your hike PIN is 8327. Happy hiking :) j99lJg3JVrq",Promotional
9621,",Hello! We have noticed inactivity on your Airtel Payments Bank a/c no.XXXXXX7599.Transact using MyAirtel App or *400# to reactivate your a/c and avoid dormancy.",Promotional
9622,",Apparently she is well now",Primary
9623,",Hlo sunnyKaise ho Apki didi ki tabiyat tk h Raat v fever tha ajj ghar par h yh clg gyi h Wo tk h ",Primary
9624,",rply krna mere ko",Primary
9625,",Oskar",Primary
9626,",""Airtel Wynk par FREE Hello Tune!Ab badlein Unlimited ganein, FREE Hello Tune ke saath Wynk Music App parApp download: wynk.onelink.me/3330602766/ht1",Spam
9627,",""Your new Unlimited Calls & Data pack will start from16-07-2019. You get additional 5GB for recharging before current pack expiry. To check, dial *121*51#",Spam
9628,",Hi",Primary
9629,",Sunny tu free aa ???",Primary
9630,",Sunny ",Primary
9631,",Your LinkedIn verification code is 541832.",Spam
9632,",""Dear Candidate, We would like to inform you that EPAM first round test has been rescheduled and we will keep you posted on the same.Regards, Team Campus Expert",Promotional
9633,",""Can't talk now, will call you later.",Primary
9634,",You just paid INR. 20000.00 to Learnbay Data Science towards 1491 (Payment ID: MOJO9607U05A17743571) via www.instamojo.com.",Update
9635,",""Your Instamojo verification code is: 9722.If not requested by you, please report to instamojo.com/contact.",Update
9636,",I'm at ⛪ talk later",Primary
9637,",""ies, Kindly Whatsapp us: 8437365007.Visit our website: www.o7services.comRegards,O7 services",Promotional
9638,","" MCSE, Red Hat Linux etc.SPECIAL LOHRI OFFER: Join for 6 Weeks/ Months Training and get 20% DISCOUNT.If you have any query regarding latest technolog",Promotional
9639,",""Dear Studentsz, We deal in all IT Courses such as-Java, Android, Python, PHP, CodeIgniter, SEO, Digital Marketing, Web Designing, Photoshop, CCNA, CCNP,",Promotional
9640,",tuckshopstar1234@gmail.com",Primary
9641,",Aha mail te",Primary
9642,",Jldi",Primary
9643,",Experiment ",Primary
9644,",5 to 7 experience ",Primary
9645,",Anil se di file bhej",Primary
9646,",/du",Spam
9647,",""o receive settings in future, SMS MO to 54321. Now manage all your Airtel accounts easily with My Airtel App. To download the App, click www.airtel.in/5",Spam
9648,",""To experience the best of Airtel-Fastest in 27 States, insert SIM in Slot 1 & save the settings sent on your mobile. If  asked for password, use 0000. T",Spam
9649,",=%2B917340977599&dev=Lava+KKT28i",Spam
9650,",Please open the following link to get manual instructions for service settings. http://1.1.1.1:9080/SADM/Manual?grp=Auto+Device+Detection&rcId=13&msisdn",Spam
9651,"RECHARGE=JEEVAN BEEMA
4 Lakh HDFC Jeevan Beema, 28 din Rs279 mein Airtel par. Bina medical test ya kaagzi karyvahi ke. Unlimited call,1.5GB/din
bit.ly/279pack",Promotional
9652,Bhai phone to utha ,Spam
9653,"Important Notice:-
For your Certificate, project or project report, daily dairy or attendance, Synopsis or ppt.
Immediately Contact:-
Mandeep kaur 9023400888",Promotional
9654,"Flat Rs50 Cashback Rs149 aur adhik ke prepaid recharge par Paytm UPI dawra Airtel Thanks App par.
Click bit.ly/2QRKOGO
Pehli Paytm UPI transcation par manya",Promotional
9655,"Dekhein Kundali Bhagya, Kumkum Bhagya aur anya show FREE sirf Airtel Xstream App par.
Abhi App download karein, click bit.ly/2Ktp6rz",Promotional
9656,"Paiye Rs200 tak ka CASHBACK Airtel Payments Bank se My Airtel App par Gift Card lene par.Nuntam transaction Rs2500,30-Apr-19 tak vaidh.T&C
Click bit.ly/2JmuKHT",Promotional
9657,"Payein BILL par CASHBACK
FLAT Rs40 CASHBACK Airtel Payments Bank se pehli baar bijli bill ke bhugtaan par
Nyuntam Txn: Rs700. TnC
Pay karein bit.ly/2Hbm8Fi",Promotional
9658,"RECHARGE par bachat
Payein Rs30 tak CASHBACK Rs100 ya adhik ke kisi bhi prepaid mobile recharge par Airtel Payments Bank se. TnC
Recharge: bit.ly/2yP542b",Promotional
9659,"Flat Rs100 Cashback at PVR on Payment with Airtel payments Bank. Minimum transaction: Rs1000
Offer for first time users only. T&C
Avail now at bit.ly/31NUi9p",Promotional
9660,"FASTag anivarya hai.
Payein apna FREE Fastag Airtel Payments Bank ke saath aur payein ghar baithe free delivery.
Click bit.ly/2OtKFrT",Promotional
9661,"Cashback your Movies!
Get 10% Cashback upto Rs150 at PVR
Offer for first time users of Airtel payments Bank.
Min. Txn. : Rs600
T&C
Click bit.ly/2yd3ho9",Promotional
9662,"Attend IDPs session on study in AUS, CAN, UK, NZ to apply for July/Sep 2020 intake. Visit Grand Hotel&Resort Nawanshahr on 6th Mar at 10:00am. Call 7009651481",Promotional
9663,50% USAGE ALERT:You have used 50% of your daily data limit. Keep a track on your data usage or  recharge online on Airtel Thanks App. Click airtel.in/5/ddb1,Update
9664,50% USAGE ALERT:You've used 50% of your daily data limit.Track your usage & also get 2GB free for 1st time registration on Airtel Thanks App: airtel.in/5/ddb1,Update
9665,50% USAGE ALERT:You have used 50% of your daily data limit. Keep a track on your data usage or  recharge online on Airtel Thanks App. Click airtel.in/5/ddb1,Update
9666,50% USAGE ALERT:You have used 50% of your daily data limit. Keep a track on your data usage or  recharge online on Airtel Thanks App. Click airtel.in/5/ddb1,Update
9667,50% USAGE ALERT:You've used 50% of your daily data limit.Track your usage & also get 2GB free for 1st time registration on Airtel Thanks App: airtel.in/5/ddb1,Update
9668,"RECHARGE=JEEVAN BEEMA
4 Lakh HDFC Jeevan Beema, 28 din Rs279 mein Airtel par. Bina medical test ya kaagzi karyvahi ke. Unlimited call,1.5GB/din
bit.ly/279pack",Promotional
9669,"RECHARGE=JEEVAN BEEMA
4 Lakh HDFC Jeevan Beema, 28 din Rs279 mein Airtel par. Bina medical test ya kaagzi karyvahi ke. Unlimited call,1.5GB/din
bit.ly/279pack",Promotional
9670,"+917837001830 is now available to speak, call +917837001830.",Spam
9671,<#> 4364 is the OTP for your Airtel Thanks app login. Valid for 15 mins. N9BWuqauU1y,Promotional
9672,"Online possession, posting and circulation of child pornography, or rape/gang rape content is a punishable offence. Report these content through National Cybercrime Reporting Portal (https://cybercrime.gov.in) of MHA ",Promotional
9673,"Attend IDPs session on study in AUS, CAN, UK, NZ to apply for July/Sep 2020 intake. Visit Grand Hotel&Resort Nawanshahr on 6th Mar at 10:00am. Call 7009651481",Promotional
9674,"Payein Amazon Prime Subscription saath hi Unlimited call sabhi network par, roz 2GB aur 100 SMS, 28 din tak, Rs349 ke Airtel recharge par.

bit.ly/31U2rs8",Promotional
9675,"Payein Amazon Prime Subscription saath hi Unlimited call sabhi network par, roz 2GB aur 100 SMS, 28 din tak, Rs349 ke Airtel recharge par.

bit.ly/31U2rs8",Promotional
9676,"Attend IDPs session on study in AUS, CAN, UK, NZ to apply for July/Sep 2020 intake. Visit Grand Hotel&Resort Nawanshahr on 6th Mar at 10:00am. Call 7009651481",Promotional
9677,"Flat Rs50 Cashback Rs149 aur adhik ke prepaid recharge par Paytm UPI dawra Airtel Thanks App par.
Click bit.ly/2QRKOGO
Pehli Paytm UPI transcation par manya",Promotional
9678,"Flat Rs50 Cashback Rs149 aur adhik ke prepaid recharge par Paytm UPI dawra Airtel Thanks App par.
Click bit.ly/2QRKOGO
Pehli Paytm UPI transcation par manya",Promotional
9679,"<#> Your WhatsApp code: 706-471

You can also tap on this link to verify your phone: v.whatsapp.com/706471

Don't share this code with others
4sgLq1p5sV6",Spam
9680,SBIDrCard X3811 used for Rs6430.00 on02Mar20 at20278018 Txn#002395020966 If not done fwd this SMS to 9223008333/call1800111109/9449112211 to block Card,Update
9681,Congratulations! You have won a gift voucher worth INR 500. Visit Croma JALANDHAR redeem. Valid for 10 days. Kindly share your mobile number to the store executive to redeem this voucher on Invoice value above INR 2500. https://www.croma.com/store?location=default,Update
9682,New PIN for your Wallet 3001340011176391 is 398391 (Share it with Store Staff for Redemption),Update
9683,GCACT JALANDHAR,Primary
9684,To complete your consumer loan application with ID: 23101A00065 please complete E-mandate by clicking link: https://serviceurl.in/hbl/gonogo/#/proceedEmandate/5e5ceee9a5f3b4888d241bd1,Update
9685,To complete your consumer loan application with ID: 23101A00065 please complete E-mandate by clicking link: https://serviceurl.in/hbl/gonogo/#/proceedEmandate/5e5cefcfab3d682d48e96b50,Update
9686,To complete your consumer loan application with ID: 23101A00065 please complete E-mandate by clicking link: https://serviceurl.in/hbl/gonogo/#/proceedEmandate/5e5cf0a96f0c94e24b5d556c,Update
9687,OTP TO INITIATE E-MANDATE SBI REQUEST ID TM00718167 OF RS. 2042.00 IN A/C NO. XXXX9000 IS 88871235. DO NOT SHARE IT WITH ANYONE.,Spam
9688,OTP TO INITIATE E-MANDATE SBI REQUEST ID TM00718213 OF RS. 2042.00 IN A/C NO. XXXX9000 IS 34278775. DO NOT SHARE IT WITH ANYONE.,Spam
9689,Your One Time Password (OTP) is 776759. Please donot share OTP with anyone.Thank you for showing interest in HDFC Bank Consumer Loan. T & C Apply.,OTP
9690,Your One Time Password (OTP) is 286908. Please donot share OTP with anyone.Thank you for showing interest in HDFC Bank Consumer Loan. T & C Apply.,OTP
9691,Your a/c no. XXXXXXXX9000 is credited by Rs.1.00 on 02-03-20 by a/c linked to mobile 0XXXXXX000-GENERAL RECEIPT OPS (IMPS Ref no 006216438534).,Update
9692,"Hi this is renu 
Sumiti tu kab ayegi ",Primary
9693,I m waiting g ,Primary
9694,Your bill for Punjab State Power Corporation Ltd. (PSPCL) - 3000514914 of Rs. 5210 is generated and is due on 13th Mar 2020. Proceed to pay your bill now https://p-y.tm/63us-PU . Ignore if already paid.,Promotional
9695,We'll come home & collect samples for your lab tests. Book Netmeds Swasthya package @ Rs.750. Book Now + FREE doc consultations! T&C https://nms-rx.com/nmsLab,Promotional
9696,"+919915132869 is now available to speak, call +919915132869.",Spam
9697,"Payein Amazon Prime Subscription saath hi Unlimited call sabhi network par, roz 2GB aur 100 SMS, 28 din tak, Rs349 ke Airtel recharge par. bit.ly/31U2rs8",Spam
9698,"अब आनंद लें HD कॉल, ब्राउज़िंग के साथ कॉलिंग और तेज़ कॉल कनेक्ट का बिना किसी अतिरिक्त शुल्क के एयरटेल VoLTE के साथ अपने हैंडसेट पर। जाएं Settings पर>SIM Card & Mobile Network>Airtel SIM चुनें>VoLTE Enabled चुनें|",Promotional
9699,अगर आपको RBI/किसी भी सरकारी संस्था से बिन मांगे लॉटरी/फंड का ऑफर आया है तो https://sachet.rbi.org.in/Complaints/Add  पर शिकायत करें . ,Promotional
9700,दृष्टिबाधितों द्वारा नोटों के मूल्यवर्ग पहचानने के लिए RBI का MANI App bit.ly/RBI-Mani से डाउनलोड करें। 14440 डायल करके जानकारी लें,Promotional
9701,"Extra 5GB,Pack Expiry se Pehle Recharge Par!
Rs558=Unlimited Local,STD+Roaming call+(3GB+100SMS)/din, 82 din.
Offer My Airtel App par, Airtel.in/5/mamo",Promotional
9702,"Payein Amazon Prime Subscription saath hi Unlimited call sabhi network par, roz 2GB aur 100 SMS, 28 din tak, Rs349 ke Airtel recharge par.

bit.ly/31U2rs8",Promotional
9703,648821 ,Update
9704,"ies, Kindly Whatsapp us: 8437365007.
Visit our website: www.o7services.com

Regards,
O7 services",Promotional
9705," MCSE, Red Hat Linux etc.

SPECIAL LOHRI OFFER: Join for 6 Weeks/ Months Training and get 20% DISCOUNT.

If you have any query regarding latest technolog",Promotional
9706,"Dear Studentsz, We deal in all IT Courses such as-
Java, Android, Python, PHP, CodeIgniter, SEO, Digital Marketing, Web Designing, Photoshop, CCNA, CCNP,",Promotional
9707,tuckshopstar1234@gmail.com,Spam
9708,Aha mail te,Spam
9709,Jldi,Spam
9710,Experiment ,Spam
9711,5 to 7 experience ,Spam
9712,Anil se di file bhej,Spam
9713,/du,Spam
9714,"o receive settings in future, SMS MO to 54321. Now manage all your Airtel accounts easily with My Airtel App. To download the App, click www.airtel.in/5",Spam
9715,"To experience the best of Airtel-Fastest in 27 States, insert SIM in Slot 1 & save the settings sent on your mobile. If  asked for password, use 0000. T",Spam
9716,0,Spam
9717,Please open the following link to get manual instructions for service settings. http://1.1.1.1:9080/SADM/Manual?grp=Auto+Device+Detection&rcId=13&msisdn,Spam
9718,"JOIN HANDS TO MAKE INDIA A CORRUPTION FREE COUNTRY. IF ANY CENTRAL GOVERNMENT EMPLOYEE ASKS FOR BRIBE PLEASE CONTACT SP, CBI, ACB CHANDIGARH (+91-9780484808)",Spam
9719,"Hello! As directed by the Government, re-verify your mobile number with your Aadhar number by 6th Feb 2018. Please visit Vodafone store with your Aadhar number",Spam
9720,"Hello! As directed by the Government, re-verify your mobile number with your Aadhar number by 6th Feb 2018. Please visit Vodafone store with your Aadhar number",Spam
9721,Apko mila hai FREE 4GB Vodafone data. Yeh data use karne k liye apna SIM 4G pe upgrade karen. Jayen nazdiki retailer ya VF store aaj hi. Offer 4GHS k liye,Spam
9722,Apko mila hai FREE 4GB Vodafone data. Yeh data use karne k liye apna SIM 4G pe upgrade karen. Jayen nazdiki retailer ya VF store aaj hi. Offer 4GHS k liye,Spam
9723,For Superfast download speeds switch your data on Vodafone SIM. Experience Superfast speed with 1GB 4G data already in your account. Join the world of SuperNet,Spam
9724,For Superfast download speeds switch your data on Vodafone SIM. Experience Superfast speed with 1GB 4G data already in your account. Join the world of SuperNet,Spam
9725,For Superfast download speeds switch your data on Vodafone SIM. Experience Superfast speed with FREE 4G/3G data already in your account. Join the world of SuperNet,Spam
9726,"Hello! As directed by the Government, re-verify your mobile number with your Aadhar number by 6th Feb 2018. Please visit Vodafone store with your Aadhar number",Spam
9727,Download movies at Superfast speed only with Vodafone! Experience today with FREE 1GB 4G/3G data already given to you. Join the world of SuperNet,Spam
